communityName,state,countyCode,communityCode,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,medIncome,PctPopUnderPov,PctNotHSGrad,PctUnemployed,PctEmploy,PctForeignBorn,PolicPerPop,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
EastLongmeadowtown,MA,13,19645,13367,0.55,98.83,0.42,0.46,41372,2.98,15.31,4.41,62.84,4.2,,,0,0,3,21.85,6,43.71,29,211.25,93,677.45,3557,25910.55,70,509.91,3,21.85,276.81,27119.76
Middlesexborough,NJ,23,45900,13055,1.68,95.17,2.25,3.29,47643,2.89,21.56,3.79,70.85,9.2,,,0,0,0,0,4,29.78,15,111.67,37,275.44,293,2181.2,17,126.55,1,7.44,141.44,2590.64
Brentwoodborough,PA,3,8416,10823,0.13,99.38,0.3,0.6,27698,5.74,18.96,4.62,58.32,1.88,,,0,0,1,9.48,7,66.39,17,161.23,33,312.97,116,1100.15,19,180.2,1,9.48,237.1,1602.81
MissouriCitycity,TX,,,36176,29.45,60.6,6.25,9.25,51984,3.4,7.74,3.34,75.98,9.56,,,2,4.33,10,21.66,37,80.13,54,116.94,460,996.19,815,1764.99,155,335.67,2,4.33,223.06,3101.18
Newarkcity,CA,,,37861,4.32,68.6,15.94,22.9,50471,5.03,21.37,5.3,73.12,20.99,,,0,0,12,30.18,70,176.03,240,603.52,310,779.54,1792,4506.25,206,518.02,21,52.81,809.72,5856.61
SouthCharlestoncity,WV,,,13645,4.05,94.94,0.73,0.56,27366,11.48,17.43,4.83,57.95,0.97,,,1,7.43,2,14.87,12,89.2,13,96.63,51,379.1,304,2259.72,36,267.6,2,14.87,208.13,2921.28
Sunnyvalecity,CA,,,117229,3.43,71.63,19.33,13.17,46403,4.69,12.91,3.96,72.41,22.51,95.7,99963.2,3,2.5,21,17.47,106,88.2,170,141.45,604,502.56,3566,2967.09,519,431.83,49,40.77,249.62,3942.26
Ocalacity,FL,,,42045,23.79,74.89,0.63,2.17,21766,19.88,28.38,7.05,51.96,2.71,220.2,125999.3,4,7.4,53,98.08,312,577.38,508,940.1,1143,2115.22,4197,7766.9,249,460.8,25,46.26,1622.96,10389.18
Mahwahtownship,NJ,3,42750,17905,3.58,90.63,3.85,2.97,56468,3.52,10.36,3.98,72.16,11.15,,,0,0,1,5.35,7,37.45,7,37.45,61,326.31,307,1642.24,16,85.59,6,32.1,80.24,2086.23
Scottsdalecity,AZ,,,130069,0.76,96.02,1.23,4.77,39037,5.89,9.18,4.4,64.1,6.28,109.6,95905.1,3,1.9,29,18.38,131,83.02,234,148.3,1609,1019.72,5362,3398.23,961,609.05,23,14.58,251.6,5041.57
Pequannocktownship,NJ,27,58110,12844,0.26,97.86,1.63,2.03,54935,1.37,14.61,3.62,68.45,6.29,,,0,0,0,0,1,7.52,14,105.23,60,450.99,234,1758.87,13,97.71,2,15.03,112.75,2322.61
Midlandcity,TX,,,89443,9.14,79.81,0.96,21.31,31544,14.42,21.7,6.24,64.18,6.33,156.2,80755.7,6,6.12,83,84.72,91,92.88,268,273.54,1126,1149.3,3485,3557.1,339,346.01,26,26.54,457.27,5078.95
Voorheestownship,NJ,7,76220,24559,6.47,85.13,7.81,1.93,51679,3.6,12.19,2.43,70.97,9.37,,,2,7.81,6,23.44,34,132.85,27,105.5,177,691.6,880,3438.44,166,648.61,11,42.98,269.6,4821.63
Snellvillecity,GA,,,12084,0.59,98.3,0.7,0.78,46875,2.83,12.2,3.1,69.48,1.53,,,0,0,4,27.11,3,20.34,5,33.89,67,454.18,398,2697.94,19,128.8,0,0,81.34,3280.91
DelRiocity,TX,,,30705,1.38,65.51,0.42,77.18,17394,38.3,47.24,13.78,49.75,21.25,,,0,0,0,0,4,11.1,105,291.37,455,1262.59,1336,3707.3,90,249.74,6,16.65,302.47,5236.28
SouthOgdencity,UT,,,12105,0.83,95.23,1.81,3.44,33524,7.41,12.8,4.63,63.29,2.87,,,0,0,3,22.62,5,37.7,15,113.09,136,1025.33,445,3354.95,43,324.19,0,0,173.4,4704.46
CedarCitycity,UT,,,13443,0.29,95.4,0.55,1.76,23415,17.5,11.25,5.83,61.96,0.53,,,0,0,5,31.05,1,6.21,9,55.89,71,440.94,460,2856.79,20,124.21,0,0,93.16,3421.94
Augustacity,ME,11,2100,21325,0.32,98.31,0.84,0.54,25790,12.78,25.61,5.38,60.76,4.91,,,0,0,12,60.65,8,40.43,12,60.65,251,1268.57,891,4503.18,60,303.24,12,60.65,161.73,6135.65
PacificGrovecity,CA,,,16117,1.38,91.58,4.83,6,33385,6.31,10.76,3.63,64.86,10.35,,,2,12.05,3,18.07,12,72.27,75,451.7,231,1391.23,375,2258.49,29,174.66,6,36.14,554.08,3860.52
SanMarcoscity,TX,,,28743,5.34,78.37,0.89,37.4,14816,37.13,32.16,10.05,53.32,4.65,,,2,6.33,19,60.12,33,104.42,92,291.11,303,958.77,1112,3518.65,83,262.63,9,28.48,461.98,4768.53
Mansfieldcity,TX,,,15607,2.69,92.89,0.4,8.61,38108,7.31,18.02,5.24,68.03,3.63,,,1,5.11,2,10.23,11,56.26,115,588.18,158,808.1,428,2189.03,28,143.21,1,5.11,659.78,3145.46
Newtowntown,CT,1,52980,20779,0.99,97.31,1.28,1.69,60830,2.5,11.43,4.61,67.53,5.48,,,2,9.48,0,0,2,9.48,2,9.48,129,611.58,235,1114.11,25,118.52,3,14.22,28.45,1858.44
Waxahachiecity,TX,,,18168,16.97,72.96,0.29,14.73,24244,18.55,29.57,7.35,58.95,2.47,,,4,20.03,5,25.04,26,130.21,97,485.78,365,1827.92,1199,6004.61,81,405.65,6,30.05,661.06,8268.23
LakeStationcity,IN,,,13899,0.22,92.58,0.22,13.2,28642,11.73,37.09,7.58,58.62,2.74,,,0,0,9,62.91,18,125.82,72,503.29,143,999.58,538,3760.66,124,866.77,3,20.97,692.02,5647.98
RohnertParkcity,CA,,,36326,2.65,89.22,4.77,8.94,36097,8.54,12.46,5.31,70.65,8.66,,,1,2.58,12,30.97,16,41.3,342,882.79,757,1954,958,2472.83,132,340.72,17,43.88,957.64,4811.44
Bartlettvillage,IL,,,19373,1.56,93.69,3.45,3.38,51524,2.58,9.84,3.57,78.04,5.36,,,2,8.34,,,3,12.51,32,133.48,89,371.25,460,1918.83,12,50.06,3,12.51,,2352.65
Auburncity,WA,,,33102,1.37,92.35,3.01,3.05,30007,10.79,18.02,4.92,66.16,4.95,,,1,2.7,24,64.72,33,88.99,108,291.23,297,800.88,1783,4808,208,560.89,21,56.63,447.63,6226.4
Lewisvillecity,TX,,,46521,4.64,88.62,1.92,8.65,36006,6.03,15.27,3.72,79.29,4.76,,,1,1.92,32,61.41,50,95.96,70,134.34,557,1068.97,2195,4212.57,304,583.43,20,38.38,293.63,5903.35
Springfieldcity,OR,,,44683,0.66,95.35,1.55,2.91,21932,16.47,22.27,7.94,60.83,2.67,,,2,4.11,20,41.11,51,104.83,178,365.89,624,1282.68,2605,5354.79,164,337.12,28,57.56,515.95,7032.15
Georgetowncity,TX,,,14842,5.17,86.79,0.58,20.92,25953,17.94,26.71,5.26,61.46,5.78,,,0,0,4,22.31,5,27.89,41,228.68,123,686.04,545,3039.77,25,139.44,5,27.89,278.88,3893.13
GardenCitycity,MI,163,31420,31846,0.24,98.58,0.51,1.52,38717,4.27,24.96,5.9,64.13,3.51,,,0,0,,,22,70.51,53,169.86,180,576.87,924,2961.25,85,272.41,9,28.84,,3839.37
Betheltown,CT,1,4720,17541,1.27,96.04,2.18,2.14,53761,2.65,13.56,5.14,71.79,8.53,,,0,0,0,0,3,16.85,14,78.63,46,258.34,151,848.03,8,44.93,4,22.46,95.47,1173.76
Decaturcity,AL,,,48761,16.48,82.4,0.61,0.79,30005,12.7,25.96,5.68,60.77,1.04,,,8,15.13,27,51.05,86,162.61,155,293.08,725,1370.85,2889,5462.59,262,495.4,9,17.02,521.87,7345.85
NewBerncity,NC,,,17363,43.56,55.6,0.35,0.7,19894,23.2,30.14,5.41,56.08,1.78,,,1,5.43,16,86.91,80,434.57,310,1683.96,675,3666.68,1582,8593.62,110,597.53,12,65.19,2210.88,12923.03
Huntsvillecity,AL,,,159789,24.42,72.64,2.15,1.24,32295,11.63,17.99,5.51,64.97,3.89,174.5,90602.3,18,11.14,82,50.74,320,198,1751,1083.43,2571,1590.8,10002,6188.71,950,587.81,61,37.74,1343.3,8405.06
Waterloocity,IA,13,94597,66467,12.14,86.63,0.68,0.8,23578,16.9,22.09,7.22,56.41,0.94,172,79737.8,9,13.46,50,74.8,124,185.51,259,387.48,1115,1668.09,2766,4138.05,209,312.67,,,661.25,
Murraycity,KY,,,14439,5.9,92.95,0.83,0.7,16961,19.63,24.76,6.93,52.04,1.93,,,0,0,6,41.65,3,20.82,39,270.72,76,527.56,320,2221.3,28,194.36,1,6.94,333.19,2950.16
Melbournecity,FL,,,59646,9.5,87.42,2.05,3.48,25893,12.84,20.82,6.39,57.63,6.32,,,9,13.03,28,40.54,230,333.03,742,1074.4,1264,1830.24,3838,5557.33,387,560.37,34,49.23,1461.01,7997.16
Maumeecity,OH,95,48342,15561,0.54,98.25,0.57,1.33,36901,3.73,10.81,4.63,68.92,1.29,,,0,0,0,0,17,106.99,37,232.85,74,465.7,569,3580.87,37,232.85,1,6.29,339.84,4285.71
Watsonvillecity,CA,,,31099,0.73,55.14,5.55,60.86,27980,15.3,46.41,10.99,59.76,35.11,,,1,3.1,12,37.21,128,396.87,347,1075.9,399,1237.13,1729,5360.91,199,617.02,13,40.31,1513.08,7255.36
FondduLaccity,WI,39,26275,37757,0.3,97.8,0.77,1.52,26826,9.57,21.78,5.06,62.18,1.5,,,0,0,10,25.22,11,27.74,137,345.46,232,585.02,2302,5804.78,91,229.47,19,47.91,398.42,6667.17
WestBloomfieldtownship,MI,125,85480,54516,1.97,92.46,5.21,1.23,68654,1.81,7.46,3.49,68.46,12.19,,,0,0,,,10,17.85,62,110.68,205,365.95,898,1603.06,26,46.41,12,21.42,,2036.85
Tenaflyborough,NJ,3,72420,13326,0.86,84.65,13.92,3.5,68742,3.29,8.76,2.69,59.94,24.31,,,0,0,0,0,3,22.46,3,22.46,87,651.34,142,1063.11,16,119.79,2,14.97,44.92,1849.22
Bloomfieldtown,CT,3,5910,19483,41.49,55.61,1.39,3.03,47853,4.13,18.6,4.72,64.69,13.55,,,0,0,4,20.51,23,117.92,60,307.61,175,897.21,526,2696.74,97,497.31,2,10.25,446.04,4101.51
Bogalusacity,LA,,,14280,34.84,64.8,0.14,0.41,13863,36.8,38.45,14.82,40.37,0.63,,,2,13.33,13,86.62,37,246.54,107,712.95,325,2165.51,835,5563.7,42,279.85,6,39.98,1059.43,8049.04
LiveOakcity,TX,,,10023,6.52,85.19,2.43,19.37,35856,5.79,7.89,4.38,72.96,5.71,,,0,0,2,17.92,4,35.83,23,206.04,56,501.66,347,3108.48,30,268.74,0,0,259.79,3878.89
ColoradoSpringsdivision,CO,41,90741,286215,7.16,85.63,2.46,9.3,28539,11.05,12.38,6.73,65.79,4.72,,,19,6.24,265,87.05,389,127.78,882,289.71,3645,1197.29,13391,4398.6,1017,334.06,109,35.8,510.78,5965.75
Keansburgborough,NJ,25,36480,11069,0.79,97.02,0.72,5,31769,9.38,36.55,11.03,58.76,3.93,,,2,16.94,1,8.47,2,16.94,70,593.07,49,415.15,164,1389.48,11,93.2,2,16.94,635.43,1914.77
CollegeStationcity,TX,,,52456,6.28,82.96,6.54,8.92,14481,37.98,6.23,5.98,49.12,9.13,,,0,0,19,32.56,25,42.84,84,143.96,405,694.08,1622,2779.73,125,214.22,1,1.71,219.36,3689.74
Westwoodtown,MA,21,78690,12557,0.31,98.06,1.56,0.64,58559,2.28,7.55,5.03,63.15,7.65,,,0,0,2,15.46,1,7.73,6,46.39,51,394.31,115,889.13,24,185.56,0,0,69.58,1469
Plymouthtownship,MI,163,65080,23648,1.21,96.68,1.64,1.15,53768,1.44,10.92,3.91,68.2,4.31,,,1,4.12,,,3,12.35,9,37.04,51,209.9,355,1461.09,51,209.9,1,4.12,,1885.01
Havelockcity,NC,,,20268,17.95,75.74,2.6,6.34,24553,10.55,9.36,5.41,77.02,3.37,,,0,0,1,4.65,11,51.18,43,200.06,151,702.52,357,1660.93,25,116.31,3,13.96,255.89,2493.72
Borgercity,TX,,,15675,4.08,84.07,0.54,12.78,26111,15.02,30.94,7.4,51.51,5.42,,,0,0,3,19.74,5,32.9,29,190.83,91,598.8,404,2658.42,19,125.02,2,13.16,243.47,3395.41
Chaskacity,MN,19,10972,11339,0.39,98.11,1.03,0.7,34235,6.86,12.45,4.02,75.91,1.36,,,0,0,,,2,14.68,13,95.44,58,425.81,372,2731.08,11,80.76,1,7.34,,3244.99
Dunmoreborough,PA,69,20352,15403,0.34,99.27,0.31,0.53,25927,10.84,25.96,4.21,56.2,1.56,,,0,0,4,26.91,6,40.37,12,80.74,30,201.84,299,2011.71,20,134.56,1,6.73,148.02,2354.84
Ecorsecity,MI,163,24740,12180,39.3,56.88,0.33,6.73,18956,26.86,43.45,15.73,45.17,2.21,,,1,8.62,,,36,310.29,107,922.25,158,1361.83,200,1723.84,85,732.63,25,215.48,,4033.79
Dubuquecity,IA,61,91085,57546,0.58,98.4,0.64,0.64,27027,10.9,21.58,5.01,61.98,1.46,,,0,0,43,72.45,14,23.59,123,207.23,527,887.88,1876,3160.64,138,232.5,44,74.13,303.26,4355.15
Woburncity,MA,17,81035,35943,0.97,96.59,1.52,2.32,42679,5.1,13.63,5.7,70.37,6.07,,,0,0,6,16.41,16,43.75,68,185.93,269,735.54,1098,3002.3,317,866.78,11,30.08,246.09,4634.69
Cerescity,CA,,,26314,1.71,77.95,5.03,22.65,30876,15.5,32.86,10.04,57.84,12.45,,,0,0,9,29.92,35,116.34,140,465.38,455,1512.48,1303,4331.35,294,977.3,14,46.54,611.64,6867.67
CorpusChristicity,TX,,,257453,4.8,76.14,0.93,50.38,25773,20,29.13,8.27,59.5,5.26,130.8,76701,34,12.12,194,69.14,509,181.39,1488,530.28,4600,1639.32,18919,6742.22,1672,595.86,214,76.26,792.93,9053.65
Winnetkavillage,IL,,,12174,0.37,96.65,2.85,0.86,118456,1.5,1.46,1.55,62.22,5.81,,,0,0,,,3,23.84,3,23.84,92,731.15,214,1700.71,7,55.63,0,0,,2487.48
Waterfordtown,CT,11,80280,17930,2.07,95.9,1.39,1.73,44167,3.36,18.15,4.4,61.89,5.26,,,1,5.6,4,22.41,13,72.83,42,235.29,93,521.01,701,3927.17,42,235.29,5,28.01,336.13,4711.48
Petalumacity,CA,,,43184,1.28,92.1,3.31,9.23,40926,4.16,13.63,3.86,68.94,8.71,,,2,4.33,28,60.62,28,60.62,181,391.89,407,881.2,1096,2372.96,133,287.96,13,28.15,517.46,3570.27
Westerlytown,RI,9,77000,21605,0.6,97.87,1.04,0.83,34844,6.56,24.37,7.34,61.81,5.48,,,2,9.29,0,0,2,9.29,10,46.45,84,390.15,214,993.96,17,78.96,1,4.64,65.03,1467.72
OceanCitycity,NJ,9,54360,15512,4.93,93.96,0.5,1.31,32018,6.59,13.72,4.64,58.94,2.39,,,0,0,4,26.49,14,92.72,26,172.2,410,2715.41,1124,7444.2,34,225.18,3,19.87,291.41,10404.66
Emmausborough,PA,77,23584,11157,0.29,98.87,0.62,0.61,33410,4.23,23.81,4.85,61.06,1.95,,,0,0,3,24.66,3,24.66,11,90.42,45,369.88,291,2391.91,14,115.07,1,8.22,139.73,2885.09
Anokacity,MN,3,1720,17192,0.58,97.4,1.07,0.76,31289,8.48,17.45,5.6,66.25,1.35,,,0,0,,,6,35.62,21,124.68,166,985.57,636,3776.05,53,314.67,11,65.31,,5141.6
Gainesvillecity,FL,,,84770,21.44,73.36,3.94,4.4,21077,26.33,15.16,6.59,55.61,8.15,215.4,134181.59,4,4.49,83,93.11,368,412.81,948,1063.42,2313,2594.62,6197,6951.52,784,879.46,24,26.92,1573.82,10452.52
Plantationcity,FL,,,66692,6.17,90.7,1.83,8.14,41832,3.54,12.34,3.91,66.72,13.92,173.9,117171.1,4,5.27,12,15.81,176,231.92,189,249.05,1011,1332.21,4689,6178.76,838,1104.24,12,15.81,502.05,8631.03
BaldwinParkcity,CA,,,69330,2.43,55.56,12.27,70.75,32684,15.69,49.5,8.45,60.27,43,,,8,10.94,14,19.14,196,268.02,224,306.31,1144,1564.38,290,396.56,743,1016.03,16,21.88,604.42,2998.85
Elkhartcity,IN,,,43627,13.95,83.95,0.79,2.04,25291,12.5,28.27,5.01,66.53,2.66,,,3,6.63,58,128.21,122,269.69,43,95.05,789,1744.15,3114,6883.75,176,389.06,38,84,499.59,9100.96
Riversidecity,CA,,,226505,7.39,70.79,5.22,25.97,34801,11.94,22.23,6.91,62.31,15.48,392.8,344450.5,33,13.59,131,53.94,1287,529.94,2524,1039.29,4975,2048.51,9635,3967.32,3562,1466.69,338,139.18,1636.75,7621.71
Naugatucktown,CT,9,49950,30625,1.85,96.23,0.86,3.1,39902,4.22,21.84,5.21,69.06,8.88,,,0,0,6,19.37,2,6.46,17,54.9,141,455.31,572,1847.07,106,342.29,10,32.29,80.73,2676.96
Pembertontownship,NJ,5,57510,31342,22.82,68.79,4.35,8.05,35460,7.05,23.51,5.5,68.46,6.81,,,0,0,22,68.57,20,62.34,79,246.24,323,1006.8,489,1524.22,67,208.84,20,62.34,377.16,2802.19
LittleFallstownship,NJ,31,40620,11294,1.72,95.26,1.92,3.64,44970,2.83,17.56,3.97,65.65,9.12,,,0,0,2,16.86,12,101.18,24,202.36,70,590.22,370,3119.73,88,741.99,1,8.43,320.4,4460.37
,MN,131,20546,17085,0.34,97.34,1.47,1.48,24604,8.42,26.2,4.26,63.89,1.12,,,0,0,,,8,44.3,17,94.14,178,985.71,767,4247.42,75,415.33,10,55.38,,5703.84
Loraincity,OH,93,44856,71245,13.77,78.22,0.32,16.93,24123,19.85,32.49,9.32,52.6,2.76,,,2,2.81,51,71.6,84,117.93,81,113.71,718,1007.99,1051,1475.48,185,259.72,8,11.23,306.05,2754.42
Mansfieldcity,OH,139,47138,50627,18.08,80.73,0.61,0.94,22591,17.83,30.3,8.76,51.9,2.75,,,3,5.62,50,93.59,128,239.58,1151,2154.38,1265,2367.76,2613,4890.88,210,393.07,16,29.95,2493.17,7681.65
Hurontownship,MI,163,40040,10447,0.34,98.58,0.15,1.9,41806,4.48,25.13,6.95,64.49,3.06,,,0,0,,,1,9.32,26,242.24,91,847.85,189,1760.92,44,409.95,3,27.95,,3046.68
WestNewYorktown,NJ,17,79610,38125,4,76.72,1.95,73.26,26361,16.4,50.1,8.59,61,60.4,272.1,132745.5,1,2.72,3,8.16,112,304.79,93,253.08,599,1630.07,950,2585.25,364,990.56,29,78.92,568.75,5284.79
Fayettevillecity,NC,,,75695,38.28,57.57,1.52,3.15,24354,18.75,20.87,7.33,60.87,3.46,257.4,112588.6,30,35.09,92,107.62,583,682,1081,1264.56,2071,2422.68,5685,6650.37,647,756.87,59,69.02,2089.28,9898.93
ElmwoodParkborough,NJ,3,21300,17623,0.83,93.71,3.41,8.63,38248,3.11,32.3,5.05,62.1,19.92,,,0,0,2,11.17,14,78.2,6,33.51,82,458.02,651,3636.26,80,446.85,2,11.17,122.88,4552.31
Stroudtownship,PA,89,74880,10600,1.72,96.8,1.05,1.79,39690,3.86,18.67,4.77,63.47,4.19,,,0,0,2,18.55,5,46.39,14,129.88,45,417.48,509,4722.14,30,278.32,3,27.83,194.82,5445.77
Warsawcity,IN,,,10968,1.07,96.7,0.82,2.84,29978,8.77,23.7,3.47,65.28,2.18,,,0,0,3,22.99,1,7.66,0,0,88,674.43,551,4222.87,35,268.24,2,15.33,30.66,5180.87
MountVernoncity,WA,,,17647,0.44,89.58,1.39,10.89,27022,13.21,18.19,5.91,60.51,6.95,,,3,14.27,15,71.36,18,85.63,9,42.82,200,951.47,1324,6298.76,94,447.19,13,61.85,214.08,7759.28
SiouxFallscity,SD,99,59020,99405,0.73,96.82,0.68,0.57,27123,8.61,16.75,3,71.01,1.69,121.4,44959.8,2,1.81,103,93.31,44,39.86,326,295.33,735,665.85,3470,3143.54,195,176.65,29,26.27,430.31,4012.32
Greenevilletown,TN,,,13532,6.19,93.34,0.2,0.36,20066,16.56,38,9.06,53.38,0.59,,,0,0,6,42.02,6,42.02,47,329.15,273,1911.9,446,3123.47,58,406.19,1,7,413.19,5448.56
Chesapeakecity,VA,550,16000,151976,27.41,70.67,1.25,1.26,35737,8.97,22.89,4.23,67.88,1.75,143.1,44686,13,7.13,61,33.44,327,179.28,385,211.08,1612,883.8,4958,2718.28,490,268.65,95,52.08,430.93,3922.8
HighPointcity,NC,,,69496,30.19,68.13,0.94,0.79,25035,12.74,31.81,5.27,65.17,1.49,,,12,16.33,39,53.07,291,396,592,805.62,2060,2803.33,3714,5054.16,376,511.68,48,65.32,1271.02,8434.49
Alamogordocity,NM,,,27596,6.04,82.74,1.88,25,24579,13.52,18.01,7.64,59.34,6.14,,,2,6.63,7,23.19,9,29.82,128,424.08,294,974.06,968,3207.1,43,142.46,7,23.19,483.72,4346.82
RockyHilltown,CT,3,65370,16554,2.6,95.22,1.61,1.97,48125,2.94,14.72,2.38,70.65,8.81,,,0,0,1,6.03,6,36.21,9,54.31,79,476.74,409,2468.17,63,380.18,0,0,96.55,3325.09
Millingtoncity,TN,,,17866,15.84,78.84,2.37,5.02,23815,11.19,13.48,3.28,79.79,2.12,,,2,11.53,6,34.59,20,115.29,71,409.29,293,1689.05,449,2588.34,84,484.23,1,5.76,570.7,4767.39
Sacocity,ME,31,64675,15181,0.29,98.87,0.63,0.55,32655,6.07,19.37,5.98,64.91,2.91,,,0,0,2,12.99,3,19.48,5,32.47,94,610.47,498,3234.19,20,129.89,2,12.99,64.94,3987.53
SevenHillscity,OH,35,71416,12339,0.11,97.85,1.82,0.45,42240,1.93,21.79,4.43,54.64,10.86,,,0,0,1,8.27,2,16.54,4,33.07,20,165.37,86,711.1,12,99.22,1,8.27,57.88,983.96
Charlestoncity,WV,,,57287,14.25,84.1,1.28,0.62,23584,18.77,22.75,7.34,53.1,1.78,281.1,96078.6,16,28.47,51,90.74,290,515.98,412,733.04,1293,2300.55,4228,7522.6,454,807.77,84,149.46,1368.23,10780.37
Westontown,MA,17,77255,10200,0.73,94.36,4.66,1.64,95134,3.6,3.42,3.62,60.48,8.41,,,0,0,1,9.46,0,0,12,113.5,39,368.86,80,756.64,1,9.46,0,0,122.95,1134.97
Nilestownship,MI,21,57780,12828,2.7,95.64,0.43,1.26,28745,7.62,22.88,7.56,61.72,1.48,,,0,0,,,1,7.59,11,83.46,51,386.95,223,1691.96,14,106.22,5,37.94,,2223.07
Delawarecity,OH,,,20030,4.57,94.09,0.81,0.77,28975,9.8,20.57,4.32,63.21,1.96,,,1,4.56,24,109.32,16,72.88,17,77.44,202,920.15,719,3275.18,49,223.2,12,54.66,264.2,4473.19
,NJ,29,70320,13325,0.25,98.73,0.68,1.25,31689,7.72,27.82,6.23,54.54,4.48,,,1,7.29,6,43.73,1,7.29,24,174.91,109,794.4,286,2084.4,10,72.88,3,21.86,233.22,2973.54
Erlangercity,KY,,,15979,1.01,98.26,0.38,0.55,33502,5.38,17.79,2.84,74.11,1.06,,,0,0,4,25.15,5,31.44,85,534.46,64,402.41,421,2647.13,14,88.03,0,0,591.05,3137.58
Natchezcity,MS,,,19460,50.34,49.31,0.23,0.5,16769,31.79,31.12,12.38,47.77,0.38,,,2,10.27,15,76.99,36,184.79,54,277.18,283,1452.62,1124,5769.43,20,102.66,8,41.06,549.22,7365.77
NorthReadingtown,MA,17,48955,12002,0.3,98.68,0.9,0.71,52707,2.09,13.22,5.44,70.34,3.02,,,0,0,0,0,0,0,8,64.3,38,305.44,136,1093.16,22,176.83,2,16.08,64.3,1591.51
Westminstercity,CA,,,78118,1.11,69.63,22.55,19.07,41364,11.44,24.87,5.72,66.08,29.13,,,10,12.48,11,13.72,202,252.02,175,218.34,1208,1507.14,2554,3186.45,965,1203.96,10,12.48,496.56,5910.02
Vernoncity,TX,,,12001,10.64,76.62,0.66,15.39,20396,19.59,39.1,5.61,53.54,1.95,,,2,16.73,17,142.21,12,100.38,262,2191.73,262,2191.73,294,2459.43,10,83.65,9,75.29,2451.06,4810.11
Edmondscity,WA,,,30744,0.92,93.53,4.03,1.96,40515,4.66,9.76,3.28,67.01,8.1,,,1,3.24,6,19.46,27,87.55,26,84.31,248,804.15,852,2762.65,81,262.65,4,12.97,194.55,3842.41
Steubenvillecity,OH,81,74608,22125,15.45,83.41,0.68,0.99,17631,24.28,30.84,11.56,40.92,3.5,,,2,9.08,6,27.24,43,195.25,370,1680.06,189,858.19,519,2356.63,67,304.23,,,1911.64,
Florencecity,SC,,,29813,47.04,52.28,0.45,0.57,24906,21.83,30.88,6.17,56.82,1.52,,,1,3.08,20,61.6,180,554.43,344,1059.57,629,1937.41,2108,6492.95,175,539.03,6,18.48,1678.68,8987.86
Chinocity,CA,,,59682,9.75,67.31,3.44,36.17,41958,7.36,25.79,5.53,56.41,17.22,,,8,12.29,18,27.65,127,195.07,466,715.76,798,1225.69,1933,2969,685,1052.13,48,73.73,950.76,5320.55
Ogdensburgcity,NY,89,54485,13521,8.27,87.94,0.67,5.55,23394,13.97,32.03,9.22,44.61,5.08,,,0,0,0,0,0,0,1,7.6,81,615.97,524,3984.79,12,91.25,,,7.6,
Portsmouthcity,VA,740,64000,103907,47.33,51.21,0.8,1.31,24601,17.74,33.36,7.33,57.5,1.34,198.1,100841.5,33,31.58,56,53.59,746,713.84,532,509.07,1720,1645.85,5008,4792.12,1252,1198.03,127,121.53,1308.07,7757.52
Ludlowtown,MA,13,37175,18820,0.2,98.92,0.59,2.02,36247,4,33.26,4.75,66.8,16.07,,,0,0,4,20.69,4,20.69,56,289.72,135,698.43,290,1500.34,57,294.89,23,118.99,331.11,2612.65
Hallandalecity,FL,,,30996,14.17,84.01,0.47,8.76,20841,15.96,32.08,7.32,35.44,24.98,,,3,9.86,14,46,175,574.96,398,1307.62,655,2151.99,1132,3719.16,284,933.07,3,9.86,1938.43,6814.07
Goodlettsvillecity,TN,,,11219,3.44,95.17,1.08,0.57,35483,4.85,21.3,2.2,72.19,2.08,,,0,0,0,0,26,214.79,50,413.05,127,1049.15,1075,8880.63,92,760.02,1,8.26,627.84,10698.06
Montgomerycity,AL,,,187106,42.34,56.53,0.73,0.8,26311,18.08,24.25,7,61.38,1.51,72.6,23852.3,39,19.79,87,44.15,562,285.21,1007,511.05,3558,1805.67,5843,2965.3,1214,616.1,70,35.52,860.21,5422.59
Randolphtownship,NJ,27,61890,19974,2.98,90.88,5.33,3.26,64403,2.64,8.77,3.32,71.88,9.3,,,0,0,0,0,3,14.5,6,29,53,256.15,309,1493.4,15,72.5,0,0,43.5,1822.05
LaMesacity,CA,,,52931,3,90.24,3.09,9.78,31171,9.24,13.32,4.93,61.71,9.04,,,1,1.83,10,18.32,147,269.29,108,197.84,679,1243.84,1494,2736.82,555,1016.69,5,9.16,487.28,5006.5
Montebellocity,CA,,,59564,0.97,47.05,15.11,67.6,31441,14,39.19,6.73,58.24,39.04,,,4,6.47,30,48.52,255,412.43,506,818.4,565,913.83,1823,2948.5,721,1166.14,63,101.9,1285.83,5130.36
,WI,133,56375,33592,0.24,98.4,0.99,0.83,49394,1.7,9.69,2.54,73.98,2.89,,,0,0,2,5.52,4,11.04,35,96.63,200,552.15,548,1512.89,29,80.06,29,80.06,113.19,2225.17
